InputID,TargetID,Distance
Mehwar Desert Road,Helwan,39532.3159771
Mehwar Desert Road,Maadi,40950.8614416
Mehwar Desert Road,Cairo,41878.3119806
Mehwar Desert Road,Katameya,44135.0489903
Darassa,Fateh,4152.19308035
Darassa,Nasr,4196.91722006
Darassa,Fom El-Khalig,5314.19274388
Darassa,El Basatin,7165.78622172
Darassa,El-Teraa El-,7479.60732511
Darassa,El Mizalat,7557.59122286
Darassa,Port Said,7582.64688909
Darassa,Tiba,7597.30147751
Darassa,Al Amiriyyah,8096.45546752
Darassa,Al Sawah,8158.25477027
Darassa,Imbaba,8202.01013015
Darassa,Athar an Naby,8678.8350422
Darassa,Al Mataria,8844.3328684
Darassa,Badr,10349.3874725
Darassa,Giza,11246.4371231
Darassa,El-Obour,11684.7254547
Darassa,El-Mounib,11819.7550203
Darassa,Al-Mostaqbal,13703.2536917
Darassa,Gesr Al Suez,14545.5549559
Darassa,Al Amal,15169.6822275
Darassa,Maadi,18010.0821166
Darassa,Cairo,19071.3642405
Darassa,Katameya,21060.4734901
Darassa,Helwan,27121.126498
Amr Ibn El Aas,Fom El-Khalig,1875.72694437
Amr Ibn El Aas,Athar an Naby,2677.84850869
Amr Ibn El Aas,Badr,3872.75274276
Amr Ibn El Aas,El Basatin,4599.59459739
Amr Ibn El Aas,El-Mounib,5516.27431908
Amr Ibn El Aas,Giza,5764.73615112
Amr Ibn El Aas,Imbaba,8749.01716677
Amr Ibn El Aas,Tiba,8879.4050468
Amr Ibn El Aas,El-Obour,9086.84594644
Amr Ibn El Aas,Nasr,9633.1207143
Amr Ibn El Aas,Fateh,9769.56022887
Amr Ibn El Aas,El Mizalat,12183.2683619
Amr Ibn El Aas,El-Teraa El-,12700.1569029
Amr Ibn El Aas,Port Said,13386.3715277
Amr Ibn El Aas,Al Amiriyyah,14334.6742891
Amr Ibn El Aas,Al Sawah,14538.0704492
Amr Ibn El Aas,Al Mataria,15143.8782798
Amr Ibn El Aas,Al Amal,16683.0278141
Amr Ibn El Aas,Al-Mostaqbal,18728.8602991
Amr Ibn El Aas,Maadi,20355.2015937
Amr Ibn El Aas,Gesr Al Suez,21019.2459492
Amr Ibn El Aas,Cairo,21271.2370614
Amr Ibn El Aas,Katameya,23540.3828809
Amr Ibn El Aas,Helwan,23612.0537022
Abd Al Moneim Riad,Fom El-Khalig,3335.18840688
Abd Al Moneim Riad,Tiba,4196.10486382
Abd Al Moneim Riad,Imbaba,4484.63764106
Abd Al Moneim Riad,El Mizalat,7055.74495218
Abd Al Moneim Riad,El-Teraa El-,7729.05607646
Abd Al Moneim Riad,Athar an Naby,7876.96711211
Abd Al Moneim Riad,Giza,8003.37131465
Abd Al Moneim Riad,Fateh,8285.39325549
Abd Al Moneim Riad,Nasr,8339.44356497
Abd Al Moneim Riad,El Basatin,8415.55643573
Abd Al Moneim Riad,Badr,8638.5535836
Abd Al Moneim Riad,Port Said,8698.64564426
Abd Al Moneim Riad,El-Mounib,9304.72255577
Abd Al Moneim Riad,Al Amiriyyah,10040.7456213
Abd Al Moneim Riad,Al Sawah,10501.7245777
Abd Al Moneim Riad,Al Mataria,10911.9578918
Abd Al Moneim Riad,El-Obour,13304.0023638
Abd Al Moneim Riad,Gesr Al Suez,17506.4107906
Abd Al Moneim Riad,Al-Mostaqbal,17827.5621701
Abd Al Moneim Riad,Al Amal,18716.2891128
Abd Al Moneim Riad,Maadi,21837.4364388
Abd Al Moneim Riad,Cairo,22870.7625559
Abd Al Moneim Riad,Katameya,24945.1532207
Abd Al Moneim Riad,Helwan,28442.4838916
Abou Al Reesh,Fom El-Khalig,901.075517364
Abou Al Reesh,Athar an Naby,5237.5861271
Abou Al Reesh,El Basatin,5954.69293369
Abou Al Reesh,Badr,6292.27624128
Abou Al Reesh,Tiba,6669.82487183
Abou Al Reesh,Imbaba,6729.82622785
Abou Al Reesh,Giza,6832.51631549
Abou Al Reesh,El-Mounib,7445.66417793
Abou Al Reesh,Nasr,8228.26411848
Abou Al Reesh,Fateh,8285.72536313
Abou Al Reesh,El Mizalat,9601.86880321
Abou Al Reesh,El-Teraa El-,10122.799941
Abou Al Reesh,El-Obour,10808.6981332
Abou Al Reesh,Port Said,10858.7022712
Abou Al Reesh,Al Amiriyyah,11910.9454687
Abou Al Reesh,Al Sawah,12192.0653435
Abou Al Reesh,Al Mataria,12742.8337074
Abou Al Reesh,Al Amal,17124.4582633
Abou Al Reesh,Al-Mostaqbal,17686.520783
Abou Al Reesh,Gesr Al Suez,18891.15082
Abou Al Reesh,Maadi,20524.4447851
Abou Al Reesh,Cairo,21509.6297103
Abou Al Reesh,Katameya,23687.8497143
Abou Al Reesh,Helwan,25806.829589
FUE,Katameya,8566.27132704
FUE,Cairo,10397.7871843
FUE,Maadi,10546.2946203
FUE,Al-Mostaqbal,11367.6123387
FUE,Al Amal,14391.240788
FUE,Gesr Al Suez,19607.7131549
FUE,Nasr,20525.3690878
FUE,Fateh,20611.1560485
FUE,Al Sawah,23154.3668438
FUE,Al Mataria,23810.4615185
FUE,El-Obour,24134.9512771
FUE,Al Amiriyyah,24212.3264122
FUE,El Basatin,25138.6084141
FUE,Port Said,26068.266661
FUE,El-Teraa El-,27623.0765759
FUE,El Mizalat,28804.8575535
FUE,Fom El-Khalig,28907.1921462
FUE,Athar an Naby,29145.6243387
FUE,Helwan,30839.0290108
FUE,Badr,31534.2820303
FUE,Tiba,31889.7262608
FUE,Imbaba,32670.4723189
FUE,El-Mounib,33919.00191
FUE,Giza,34614.0693314
Haram Mashaal,Giza,5121.75707993
Haram Mashaal,El-Mounib,5443.9234727
Haram Mashaal,Badr,7923.59177161
Haram Mashaal,Athar an Naby,10267.8926727
Haram Mashaal,Fom El-Khalig,11113.0282707
Haram Mashaal,Imbaba,12835.1405641
Haram Mashaal,Tiba,13696.0007951
Haram Mashaal,El Basatin,14267.3336534
Haram Mashaal,El-Obour,16945.9793997
Haram Mashaal,El Mizalat,19042.8335603
Haram Mashaal,Nasr,20082.2847127
Haram Mashaal,El-Teraa El-,20120.4235293
Haram Mashaal,Fateh,20174.0136758
Haram Mashaal,Port Said,21435.0593508
Haram Mashaal,Al Amiriyyah,22991.8706553
Haram Mashaal,Al Sawah,23515.661421
Haram Mashaal,Al Mataria,23873.3645755
Haram Mashaal,Al Amal,26347.2984113
Haram Mashaal,Helwan,27198.0940502
Haram Mashaal,Al-Mostaqbal,29328.5039078
Haram Mashaal,Maadi,30266.9847731
Haram Mashaal,Gesr Al Suez,30531.1879601
Haram Mashaal,Cairo,31076.7720278
Haram Mashaal,Katameya,33418.7298527
Gate 13 (Rehab),Al-Mostaqbal,9293.15293649
Gate 13 (Rehab),Katameya,12121.3633199
Gate 13 (Rehab),Maadi,12965.6752286
Gate 13 (Rehab),Cairo,13250.6191486
Gate 13 (Rehab),Gesr Al Suez,15160.4646416
Gate 13 (Rehab),Al Amal,16087.3459396
Gate 13 (Rehab),Fateh,18801.8481286
Gate 13 (Rehab),Nasr,18802.9204659
Gate 13 (Rehab),Al Sawah,19786.3040774
Gate 13 (Rehab),Al Mataria,20307.4427275
Gate 13 (Rehab),Al Amiriyyah,20845.4915585
Gate 13 (Rehab),Port Said,22835.9313694
Gate 13 (Rehab),El-Teraa El-,24506.272912
Gate 13 (Rehab),El Basatin,24875.0368811
Gate 13 (Rehab),El-Obour,24912.3301021
Gate 13 (Rehab),El Mizalat,25790.226018
Gate 13 (Rehab),Fom El-Khalig,27692.6580367
Gate 13 (Rehab),Athar an Naby,28756.4249858
Gate 13 (Rehab),Tiba,29552.3573492
Gate 13 (Rehab),Imbaba,30417.1352429
Gate 13 (Rehab),Badr,31112.4626465
Gate 13 (Rehab),El-Mounib,33343.7602322
Gate 13 (Rehab),Giza,33638.2353568
Gate 13 (Rehab),Helwan,33933.1114512
Lebanon Square,Imbaba,2010.54058431
Lebanon Square,Tiba,2925.98378177
Lebanon Square,Fom El-Khalig,6350.25687619
Lebanon Square,Giza,6835.15602409
Lebanon Square,El Mizalat,8405.99074162
Lebanon Square,El-Mounib,9179.08265667
Lebanon Square,El-Teraa El-,9620.34229184
Lebanon Square,Badr,9800.764521
Lebanon Square,Athar an Naby,10204.4278912
Lebanon Square,Port Said,11145.5313747
Lebanon Square,El Basatin,12191.7780614
Lebanon Square,Al Amiriyyah,12973.5314188
Lebanon Square,Fateh,12975.2225143
Lebanon Square,Nasr,13057.0554257
Lebanon Square,Al Sawah,13708.2531195
Lebanon Square,Al Mataria,13849.3852679
Lebanon Square,El-Obour,16924.7667334
Lebanon Square,Gesr Al Suez,20861.4633544
Lebanon Square,Al-Mostaqbal,22460.8370622
Lebanon Square,Al Amal,23344.4217497
Lebanon Square,Maadi,26571.3152649
Lebanon Square,Cairo,27592.802814
Lebanon Square,Katameya,29694.8698096
Lebanon Square,Helwan,31366.1276248
Masraweya,Katameya,7545.74768639
Masraweya,Cairo,9153.87316637
Masraweya,Maadi,9185.21745424
Masraweya,Al-Mostaqbal,9796.15451407
Masraweya,Al Amal,12920.9429551
Masraweya,Gesr Al Suez,18435.9323537
Masraweya,Nasr,18874.9140753
Masraweya,Fateh,18965.1866794
Masraweya,Al Sawah,21678.4474607
Masraweya,Al Mataria,22357.6141259
Masraweya,El-Obour,22573.5611908
Masraweya,Al Amiriyyah,22732.2125303
Masraweya,El Basatin,23490.4395176
Masraweya,Port Said,24559.0287086
Masraweya,El-Teraa El-,26091.6307847
Masraweya,Fom El-Khalig,27237.6940376
Masraweya,El Mizalat,27256.0129283
Masraweya,Athar an Naby,27494.8465424
Masraweya,Helwan,29783.1078846
Masraweya,Badr,29883.6238211
Masraweya,Tiba,30263.2547881
Masraweya,Imbaba,31036.9638363
Masraweya,El-Mounib,32262.8339145
Masraweya,Giza,32946.6302664
Sheikh Zayed General Hospital,Giza,19652.9236509
Sheikh Zayed General Hospital,El-Mounib,21235.083263
Sheikh Zayed General Hospital,Imbaba,21975.3915053
Sheikh Zayed General Hospital,Tiba,22927.6583957
Sheikh Zayed General Hospital,Badr,23702.486507
Sheikh Zayed General Hospital,Fom El-Khalig,24900.0429144
Sheikh Zayed General Hospital,Athar an Naby,25844.8527226
Sheikh Zayed General Hospital,El Mizalat,27868.9952067
Sheikh Zayed General Hospital,El-Teraa El-,29248.8560742
Sheikh Zayed General Hospital,El Basatin,29623.2351999
Sheikh Zayed General Hospital,Port Said,30974.1725631
Sheikh Zayed General Hospital,El-Obour,32950.9236455
Sheikh Zayed General Hospital,Al Amiriyyah,32992.2485566
Sheikh Zayed General Hospital,Fateh,33327.5859068
Sheikh Zayed General Hospital,Nasr,33359.188404
Sheikh Zayed General Hospital,Al Mataria,33817.1073205
Sheikh Zayed General Hospital,Al Sawah,33869.217248
Sheikh Zayed General Hospital,Gesr Al Suez,40884.7216077
Sheikh Zayed General Hospital,Al Amal,41872.1362223
Sheikh Zayed General Hospital,Helwan,42777.2793872
Sheikh Zayed General Hospital,Al-Mostaqbal,42878.2955728
Sheikh Zayed General Hospital,Maadi,45612.1537405
Sheikh Zayed General Hospital,Cairo,46514.0825801
Sheikh Zayed General Hospital,Katameya,48797.0067685
Kafr Al Gabal,El-Mounib,6071.58783222
Kafr Al Gabal,Giza,7236.42302549
Kafr Al Gabal,Badr,8023.23085464
Kafr Al Gabal,Athar an Naby,10357.2402149
Kafr Al Gabal,Fom El-Khalig,12589.8542894
Kafr Al Gabal,El Basatin,14277.3562384
Kafr Al Gabal,Imbaba,15766.2369011
Kafr Al Gabal,El-Obour,15916.1736636
Kafr Al Gabal,Tiba,16541.2983635
Kafr Al Gabal,Nasr,21182.698096
Kafr Al Gabal,Fateh,21328.9515813
Kafr Al Gabal,El Mizalat,21662.9126367
Kafr Al Gabal,El-Teraa El-,22621.6213235
Kafr Al Gabal,Port Said,23779.5735169
Kafr Al Gabal,Helwan,24342.6730364
Kafr Al Gabal,Al Amiriyyah,25154.1311834
Kafr Al Gabal,Al Sawah,25559.4003522
Kafr Al Gabal,Al Amal,25754.1459855
Kafr Al Gabal,Al Mataria,26019.6335831
Kafr Al Gabal,Maadi,29775.9331777
Kafr Al Gabal,Al-Mostaqbal,29999.6042984
Kafr Al Gabal,Cairo,30490.1622305
Kafr Al Gabal,Gesr Al Suez,32372.9916615
Kafr Al Gabal,Katameya,32853.7996077
Helwan Ferry,Helwan,2365.27872826
Helwan Ferry,El-Obour,14473.2760932
Helwan Ferry,Al Amal,18789.8011775
Helwan Ferry,El Basatin,19028.0983635
Helwan Ferry,Athar an Naby,19630.9308172
Helwan Ferry,Badr,20208.36295
Helwan Ferry,Cairo,21526.0601147
Helwan Ferry,Maadi,21661.483529
Helwan Ferry,El-Mounib,21772.5036117
Helwan Ferry,Katameya,23252.833095
Helwan Ferry,Fom El-Khalig,23986.213777
Helwan Ferry,Giza,24359.4143848
Helwan Ferry,Nasr,25778.3510733
Helwan Ferry,Fateh,26117.297908
Helwan Ferry,Al-Mostaqbal,28683.8495711
Helwan Ferry,Imbaba,30896.0683464
Helwan Ferry,Tiba,31038.518202
Helwan Ferry,Al Sawah,33243.6916254
Helwan Ferry,El Mizalat,33509.7835212
Helwan Ferry,El-Teraa El-,33579.6042487
Helwan Ferry,Port Said,33583.8966997
Helwan Ferry,Al Amiriyyah,33592.3970677
Helwan Ferry,Al Mataria,34125.7229425
Helwan Ferry,Gesr Al Suez,37156.0854421
Badr (Sheikh Zayed),Giza,25386.0105328
Badr (Sheikh Zayed),El-Mounib,27000.8769814
Badr (Sheikh Zayed),Imbaba,27111.3513745
Badr (Sheikh Zayed),Tiba,28029.4301776
Badr (Sheikh Zayed),Badr,29465.8618624
Badr (Sheikh Zayed),Fom El-Khalig,30513.5495746
Badr (Sheikh Zayed),Athar an Naby,31596.285179
Badr (Sheikh Zayed),El Mizalat,32690.6552424
Badr (Sheikh Zayed),El-Teraa El-,34078.0608683
Badr (Sheikh Zayed),El Basatin,35349.4965276
Badr (Sheikh Zayed),Port Said,35827.5089413
Badr (Sheikh Zayed),Al Amiriyyah,37880.5071208
Badr (Sheikh Zayed),Al Mataria,38674.6786973
Badr (Sheikh Zayed),El-Obour,38717.0650758
Badr (Sheikh Zayed),Fateh,38754.8026273
Badr (Sheikh Zayed),Nasr,38804.6808594
Badr (Sheikh Zayed),Al Sawah,38805.0363898
Badr (Sheikh Zayed),Gesr Al Suez,45689.5415445
Badr (Sheikh Zayed),Al Amal,47592.4932521
Badr (Sheikh Zayed),Al-Mostaqbal,48288.2589873
Badr (Sheikh Zayed),Helwan,48310.8480388
Badr (Sheikh Zayed),Maadi,51303.9515783
Badr (Sheikh Zayed),Cairo,52217.3762576
Badr (Sheikh Zayed),Katameya,54489.1055943
10th District (Nasr City),Al-Mostaqbal,1615.44342506
10th District (Nasr City),Nasr,7944.55832711
10th District (Nasr City),Fateh,7976.17282914
10th District (Nasr City),Maadi,9549.39751028
10th District (Nasr City),Al Amal,9666.209077
10th District (Nasr City),Gesr Al Suez,10500.0974928
10th District (Nasr City),Cairo,10582.8855576
10th District (Nasr City),Al Sawah,11025.6718464
10th District (Nasr City),Katameya,11602.910723
10th District (Nasr City),Al Mataria,11830.1841519
10th District (Nasr City),Al Amiriyyah,12028.7908519
10th District (Nasr City),Port Said,13672.349302
10th District (Nasr City),El Basatin,14337.61885
10th District (Nasr City),El-Teraa El-,15095.3931609
10th District (Nasr City),El-Obour,15414.4947633
10th District (Nasr City),El Mizalat,16192.2583922
10th District (Nasr City),Fom El-Khalig,16787.3470062
10th District (Nasr City),Athar an Naby,18068.3707385
10th District (Nasr City),Tiba,19126.2649169
10th District (Nasr City),Imbaba,19922.8234577
10th District (Nasr City),Badr,20381.9546242
10th District (Nasr City),El-Mounib,22535.667055
10th District (Nasr City),Giza,22740.9593575
10th District (Nasr City),Helwan,27737.7955537
11th District Exit (Sheikh Zayed),Giza,23339.9500081
11th District Exit (Sheikh Zayed),El-Mounib,24934.8933396
11th District Exit (Sheikh Zayed),Imbaba,25289.0175054
11th District Exit (Sheikh Zayed),Tiba,26220.2959882
11th District Exit (Sheikh Zayed),Badr,27402.4466613
11th District Exit (Sheikh Zayed),Fom El-Khalig,28518.9236086
11th District Exit (Sheikh Zayed),Athar an Naby,29540.9872543
11th District Exit (Sheikh Zayed),El Mizalat,30986.2186499
11th District Exit (Sheikh Zayed),El-Teraa El-,32372.6134869
11th District Exit (Sheikh Zayed),El Basatin,33307.4544973
11th District Exit (Sheikh Zayed),Port Said,34115.3410801
11th District Exit (Sheikh Zayed),Al Amiriyyah,36157.7354575
11th District Exit (Sheikh Zayed),El-Obour,36650.4882725
11th District Exit (Sheikh Zayed),Fateh,36834.7121392
11th District Exit (Sheikh Zayed),Nasr,36877.6522348
11th District Exit (Sheikh Zayed),Al Mataria,36963.6255192
11th District Exit (Sheikh Zayed),Al Sawah,37065.8851643
11th District Exit (Sheikh Zayed),Gesr Al Suez,44002.7139067
11th District Exit (Sheikh Zayed),Al Amal,45553.8360488
11th District Exit (Sheikh Zayed),Helwan,46287.5004589
11th District Exit (Sheikh Zayed),Al-Mostaqbal,46377.4526335
11th District Exit (Sheikh Zayed),Maadi,49278.7856129
11th District Exit (Sheikh Zayed),Cairo,50186.9704811
11th District Exit (Sheikh Zayed),Katameya,52463.9383329
Saqr Quraish,El Basatin,2359.19228464
Saqr Quraish,El-Obour,3590.29508463
Saqr Quraish,Athar an Naby,6235.16901672
Saqr Quraish,Nasr,7988.47359045
Saqr Quraish,Fom El-Khalig,8027.43837916
Saqr Quraish,Fateh,8307.55131333
Saqr Quraish,Badr,8579.65913031
Saqr Quraish,Al Amal,9916.66971531
Saqr Quraish,El-Mounib,11054.3322163
Saqr Quraish,Giza,12315.9173016
Saqr Quraish,Maadi,13776.0725527
Saqr Quraish,Al-Mostaqbal,14409.3369587
Saqr Quraish,Tiba,14450.2551211
Saqr Quraish,Cairo,14611.6807062
Saqr Quraish,Imbaba,14658.5293517
Saqr Quraish,Al Sawah,15275.1527298
Saqr Quraish,Port Said,15534.1202603
Saqr Quraish,Al Amiriyyah,15560.4298513
Saqr Quraish,El-Teraa El-,15630.9288275
Saqr Quraish,El Mizalat,15715.3677228
Saqr Quraish,Al Mataria,16132.0898099
Saqr Quraish,Katameya,16939.0727098
Saqr Quraish,Helwan,18974.9793991
Saqr Quraish,Gesr Al Suez,20069.6468411
Ahram Canadian University,Giza,34465.607244
Ahram Canadian University,El-Mounib,34837.7303541
Ahram Canadian University,Badr,37200.6648637
Ahram Canadian University,Athar an Naby,39589.4192779
Ahram Canadian University,Imbaba,39706.2552632
Ahram Canadian University,Fom El-Khalig,40461.4350093
Ahram Canadian University,Tiba,40695.9425592
Ahram Canadian University,El Basatin,43596.7508756
Ahram Canadian University,El-Obour,45336.1500456
Ahram Canadian University,El Mizalat,46043.3501797
Ahram Canadian University,El-Teraa El-,47370.8940851
Ahram Canadian University,Port Said,49003.7943525
Ahram Canadian University,Nasr,49455.1783517
Ahram Canadian University,Fateh,49515.1316916
Ahram Canadian University,Helwan,49757.58817
Ahram Canadian University,Al Amiriyyah,50898.9079155
Ahram Canadian University,Al Sawah,51649.5061733
Ahram Canadian University,Al Mataria,51768.0324265
Ahram Canadian University,Al Amal,55237.2152577
Ahram Canadian University,Gesr Al Suez,58802.0305382
Ahram Canadian University,Al-Mostaqbal,58815.0319344
Ahram Canadian University,Maadi,59265.462961
Ahram Canadian University,Cairo,59967.1786684
Ahram Canadian University,Katameya,62331.4843832
Al Muluk,Giza,30213.4187968
Al Muluk,El-Mounib,30577.8564917
Al Muluk,Badr,32943.8364021
Al Muluk,Athar an Naby,35332.5077024
Al Muluk,Imbaba,35589.5461521
Al Muluk,Fom El-Khalig,36213.4586614
Al Muluk,Tiba,36579.1669946
Al Muluk,El Basatin,39340.9414274
Al Muluk,El-Obour,41126.6970852
Al Muluk,El Mizalat,41959.0617716
Al Muluk,El-Teraa El-,43275.3458419
Al Muluk,Port Said,44891.6194286
Al Muluk,Nasr,45209.2852306
Al Muluk,Fateh,45271.8732702
Al Muluk,Helwan,45979.3968803
Al Muluk,Al Amiriyyah,46767.2622978
Al Muluk,Al Sawah,47502.2613131
Al Muluk,Al Mataria,47639.7338574
Al Muluk,Al Amal,51011.3132783
Al Muluk,Al-Mostaqbal,54559.3040059
Al Muluk,Gesr Al Suez,54657.3035056
Al Muluk,Maadi,55034.874682
Al Muluk,Cairo,55744.5227273
Al Muluk,Katameya,58108.6435821
Al Zawya Al Hamra,El-Teraa El-,1209.99754528
Al Zawya Al Hamra,Port Said,1708.21605785
Al Zawya Al Hamra,El Mizalat,2092.88882908
Al Zawya Al Hamra,Al Amiriyyah,3509.54432119
Al Zawya Al Hamra,Al Sawah,4360.39460942
Al Zawya Al Hamra,Al Mataria,4371.34348407
Al Zawya Al Hamra,Tiba,6706.0799514
Al Zawya Al Hamra,Imbaba,7694.67196201
Al Zawya Al Hamra,Fateh,7787.94237128
Al Zawya Al Hamra,Nasr,8086.59335718
Al Zawya Al Hamra,Fom El-Khalig,10115.4264027
Al Zawya Al Hamra,Gesr Al Suez,11435.2890602
Al Zawya Al Hamra,El Basatin,13493.0686951
Al Zawya Al Hamra,Athar an Naby,14391.8559739
Al Zawya Al Hamra,Giza,14879.8562311
Al Zawya Al Hamra,Al-Mostaqbal,15370.7267306
Al Zawya Al Hamra,Badr,15543.4542901
Al Zawya Al Hamra,El-Mounib,16331.3239141
Al Zawya Al Hamra,El-Obour,18018.401797
Al Zawya Al Hamra,Al Amal,20094.7483191
Al Zawya Al Hamra,Maadi,22176.1406242
Al Zawya Al Hamra,Cairo,23280.2355799
Al Zawya Al Hamra,Katameya,24937.1092572
Al Zawya Al Hamra,Helwan,33445.9744193
Gate 6 (Rehab),Al-Mostaqbal,10794.6112117
Gate 6 (Rehab),Katameya,11412.4979643
Gate 6 (Rehab),Maadi,12788.0937893
Gate 6 (Rehab),Cairo,12886.7385647
Gate 6 (Rehab),Al Amal,16272.3394755
Gate 6 (Rehab),Gesr Al Suez,17370.0777228
Gate 6 (Rehab),Nasr,20316.0171529
Gate 6 (Rehab),Fateh,20343.6688611
Gate 6 (Rehab),Al Sawah,21792.2559931
Gate 6 (Rehab),Al Mataria,22347.9853655
Gate 6 (Rehab),Al Amiriyyah,22854.6057954
Gate 6 (Rehab),Port Said,24817.2430576
Gate 6 (Rehab),El-Obour,25551.2654783
Gate 6 (Rehab),El Basatin,25913.8557157
Gate 6 (Rehab),El-Teraa El-,26462.532206
Gate 6 (Rehab),El Mizalat,27723.092605
Gate 6 (Rehab),Fom El-Khalig,29081.8483288
Gate 6 (Rehab),Athar an Naby,29858.937983
Gate 6 (Rehab),Tiba,31305.0555764
Gate 6 (Rehab),Imbaba,32147.0390458
Gate 6 (Rehab),Badr,32235.2860399
Gate 6 (Rehab),Helwan,33588.6560144
Gate 6 (Rehab),El-Mounib,34528.6632914
Gate 6 (Rehab),Giza,34964.5351992
Ahmed Helmy,Tiba,4238.28502074
Ahmed Helmy,Imbaba,4969.5601522
Ahmed Helmy,El Mizalat,4970.96776436
Ahmed Helmy,El-Teraa El-,5456.8917984
Ahmed Helmy,Fom El-Khalig,5477.29953715
Ahmed Helmy,Port Said,6330.32893737
Ahmed Helmy,Fateh,7149.64464095
Ahmed Helmy,Nasr,7293.40083847
Ahmed Helmy,Al Amiriyyah,7680.33018417
Ahmed Helmy,Al Sawah,8182.91350331
Ahmed Helmy,Al Mataria,8556.009817
Ahmed Helmy,El Basatin,9662.60619327
Ahmed Helmy,Athar an Naby,9884.13921487
Ahmed Helmy,Giza,10353.0123341
Ahmed Helmy,Badr,10890.7917196
Ahmed Helmy,El-Mounib,11672.0954883
Ahmed Helmy,El-Obour,14475.2879251
Ahmed Helmy,Gesr Al Suez,15253.887003
Ahmed Helmy,Al-Mostaqbal,16469.8309642
Ahmed Helmy,Al Amal,18633.3489679
Ahmed Helmy,Maadi,21428.8704091
Ahmed Helmy,Cairo,22497.929243
Ahmed Helmy,Katameya,24450.3831996
Ahmed Helmy,Helwan,29839.1084805
6th District (6th of October),Giza,30889.8442704
6th District (6th of October),El-Mounib,31137.525283
6th District (6th of October),Badr,33465.8035991
6th District (6th of October),Athar an Naby,35853.4007849
6th District (6th of October),Imbaba,36522.9461234
6th District (6th of October),Fom El-Khalig,36904.0368125
6th District (6th of October),Tiba,37511.5165091
6th District (6th of October),El Basatin,39850.687764
6th District (6th of October),El-Obour,41473.1036223
6th District (6th of October),El Mizalat,42920.9763479
